balance,avg_spend,history_len,dummy1,dummy2,target_spend
26844,421,16,0,0,1177.88
13060,610,33,0,0,812.2
44230,302,11,0,0,1596.6
26362,644,37,0,0,1397.24
8256,393,39,0,0,1016.12
47053,343,43,0,0,1502.06
26525,642,12,0,0,1654.5
26374,604,49,0,0,1418.48
23334,300,37,0,0,1215.68
28719,694,45,0,0,1453.38
29172,383,49,0,0,867.44
42399,334,31,0,0,1197.98
49673,659,20,0,0,1825.46
44316,582,9,0,0,1452.3200000000002
15360,662,24,0,0,1462.2
32879,348,23,0,0,1374.58
27090,724,49,0,0,1614.8
7981,774,21,0,0,907.62
23879,561,44,0,0,1352.58
21136,456,47,0,0,1231.72
33512,458,20,0,0,1339.24
24876,388,29,0,0,1323.52
15045,311,36,0,0,734.9000000000001
12328,667,23,0,0,819.56
8241,638,45,0,0,997.8199999999999
25221,363,14,0,0,1297.42
28660,645,38,0,0,1497.2
22458,757,9,0,0,1341.16
29241,453,19,0,0,1187.8200000000002
14853,573,29,0,0,828.06
37297,491,31,0,0,1664.94
11710,669,7,0,0,1277.2
5823,301,47,0,0,380.46000000000004
41934,766,30,0,0,2076.6800000000003
11594,499,26,0,0,801.88
6817,434,27,0,0,833.34
26510,364,49,0,0,1299.2
14433,442,43,0,0,1167.66
21312,312,15,0,0,1058.24
42913,746,25,0,0,2042.26
15322,636,6,0,0,1350.44
22254,713,6,0,0,1088.08
6437,699,37,0,0,758.74
49720,511,11,0,0,1591.4
47138,463,18,0,0,1536.76
14561,479,36,0,0,721.22
26366,793,35,0,0,1309.3200000000002
15234,385,17,0,0,826.6800000000001
12978,421,25,0,0,858.56
38374,702,36,0,0,1425.48
20619,491,8,0,0,1139.38
19628,300,7,0,0,1100.56
46376,468,5,0,0,1731.52
27941,747,24,0,0,1570.8200000000002
9457,636,46,0,0,915.14
33412,634,48,0,0,1252.24
40336,727,8,0,0,1908.72
18523,694,33,0,0,1303.46
46943,377,13,0,0,1276.8600000000001
38840,380,17,0,0,1551.8000000000002
6526,438,47,0,0,1019.52
10291,591,36,0,0,1158.82
5477,729,13,0,0,1105.54
41542,320,29,0,0,1440.8400000000001
42933,747,44,0,0,1705.6599999999999
6414,559,5,0,0,1154.28
8078,601,23,0,0,970.56
42981,613,12,0,0,1426.62
42990,709,20,0,0,1741.8000000000002
17411,418,32,0,0,845.22
46089,585,14,0,0,1979.78
19383,357,19,0,0,1142.66
18728,676,6,0,0,1002.56
22146,657,25,0,0,1112.92
29923,328,12,0,0,1319.46
21113,567,43,0,0,1415.26
44013,617,35,0,0,1737.26
9431,695,14,0,0,809.62
40794,484,49,0,0,1338.88
17719,323,17,0,0,929.38
48118,460,40,0,0,1496.3600000000001
10807,651,47,0,0,1198.1399999999999
37253,724,12,0,0,1599.06
41113,311,13,0,0,1489.26
8388,589,30,0,0,1030.76
30119,684,22,0,0,1304.38
47039,773,11,0,0,1821.78
35724,633,21,0,0,1658.48
21268,732,26,0,0,1547.3600000000001
46102,515,34,0,0,1385.04
17298,509,50,0,0,811.96
13243,746,25,0,0,1404.8600000000001
43559,392,34,0,0,1527.18
16261,390,12,0,0,980.22
31543,481,33,0,0,1343.8600000000001
9824,547,38,0,0,768.48
44164,437,19,0,0,1242.28
49178,446,31,0,0,1788.56
37985,693,9,0,0,1843.7
25307,465,23,0,0,1124.1399999999999
28190,331,22,0,0,967.8000000000001
16962,695,43,0,0,1036.24
49240,707,41,0,0,1710.8000000000002
43607,469,13,0,0,1753.1399999999999
45951,694,5,0,0,1862.02
32137,693,50,0,0,1729.74
16603,373,21,0,0,1005.06
40106,345,29,0,0,1643.12
41906,304,36,0,0,1329.12
49541,800,22,0,0,2120.82
11443,672,34,0,0,1386.8600000000001
15164,378,39,0,0,828.28
38380,648,5,0,0,1673.6
33496,768,10,0,0,1766.92
19405,717,38,0,0,1385.1
33558,602,50,0,0,1743.1599999999999
40719,400,45,0,0,1433.38
43999,729,45,0,0,1654.98
10827,567,44,0,0,1041.54
35539,354,30,0,0,1503.78
16049,337,50,0,0,744.98
34080,680,20,0,0,1704.6
40265,744,24,0,0,1717.3000000000002
17961,775,41,0,0,1357.22
10303,684,48,0,0,1305.06
39874,339,50,0,0,1494.48
45418,530,40,0,0,1632.3600000000001
38236,497,13,0,0,1513.72
16767,378,49,0,0,619.34
26221,747,33,0,0,1483.42
22680,661,22,0,0,1434.6
22744,592,31,0,0,1478.88
11683,416,35,0,0,865.66
13134,457,22,0,0,703.6800000000001
31391,726,45,0,0,1680.8200000000002
28490,369,28,0,0,955.8000000000001
19917,721,20,0,0,1529.3400000000001
27284,389,19,0,0,1086.68
43898,535,41,0,0,1413.96
13001,660,34,0,0,832.02
12638,438,47,0,0,1183.76
37798,704,35,0,0,1723.96
35911,485,16,0,0,1277.22
20326,552,47,0,0,906.52
36689,348,45,0,0,1209.78
38133,502,47,0,0,1349.6599999999999
25500,371,47,0,0,1365.0
38550,426,28,0,0,1549.0
8118,351,15,0,0,691.36
30672,374,24,0,0,1255.44
9223,723,13,0,0,1342.46
39889,559,27,0,0,1339.78
48918,419,14,0,0,1749.3600000000001
37584,304,47,0,0,1089.68
10037,572,49,0,0,1132.74
49876,408,12,0,0,1468.52
9644,318,40,0,0,754.88
15047,744,39,0,0,1093.94
44986,322,48,0,0,1246.72
41032,519,20,0,0,1506.6399999999999
45751,653,19,0,0,1960.02
39502,364,37,0,0,1238.04
24944,793,17,0,0,1561.88
11503,417,7,0,0,1139.06
23399,356,34,0,0,1172.98
33223,671,26,0,0,1693.46
24630,338,44,0,0,997.6
16282,567,21,0,0,899.64
34566,331,9,0,0,1373.3200000000002
42477,571,29,0,0,1515.54
34907,302,36,0,0,1156.1399999999999
24103,671,47,0,0,1114.06
12272,467,14,0,0,950.44
32880,435,34,0,0,1341.6
49778,466,31,0,0,1718.56
7281,342,50,0,0,445.62
36287,767,33,0,0,1839.74
17326,397,37,0,0,946.52
31045,790,47,0,0,1727.9
40159,371,40,0,0,1296.18
49636,729,5,0,0,1926.72
44775,452,34,0,0,1721.5
35997,359,13,0,0,1074.94
15703,414,38,0,0,813.06
11290,770,49,0,0,1095.8
41853,543,21,0,0,1692.06
10823,733,22,0,0,877.46
48714,662,34,0,0,1965.28
17432,795,25,0,0,1605.6399999999999
31456,671,11,0,0,1642.12
14916,779,39,0,0,1223.32
18260,557,17,0,0,975.2
42665,795,11,0,0,1875.3000000000002
17899,508,24,0,0,1138.98
14395,379,47,0,0,954.9000000000001
30950,686,32,0,0,1242.0
6634,778,33,0,0,1100.68
44109,721,37,0,0,1791.18
7943,742,18,0,0,981.86
16056,481,25,0,0,1030.12
12151,322,19,0,0,539.02
36339,769,49,0,0,1398.78
26152,534,28,0,0,1262.04
44112,712,17,0,0,1590.24
38987,726,6,0,0,1843.74
12813,665,40,0,0,866.26
47172,425,19,0,0,1646.44
43774,512,5,0,0,1857.48
40390,387,14,0,0,1267.8000000000002
48531,647,27,0,0,1680.62
39057,605,50,0,0,1503.1399999999999
16942,587,15,0,0,1250.8400000000001
20404,774,49,0,0,1500.08
35452,574,21,0,0,1627.04
31922,517,46,0,0,1152.44
8808,659,25,0,0,955.16
39584,331,50,0,0,1157.68
40900,587,11,0,0,1375.0
47725,513,19,0,0,1660.5
21861,772,29,0,0,1410.22
26389,733,19,0,0,1260.78
16045,550,23,0,0,1203.9
27489,774,15,0,0,1686.78
19672,509,9,0,0,1011.44
27780,645,30,0,0,1420.6
20130,622,27,0,0,1519.6
13686,308,26,0,0,522.72
42382,444,6,0,0,1655.6399999999999
49532,740,18,0,0,1777.6399999999999
35365,604,8,0,0,1583.3000000000002
36797,572,39,0,0,1234.94
28061,370,42,0,0,837.22
19033,622,38,0,0,1007.6600000000001
44843,512,26,0,0,1798.8600000000001
30671,743,13,0,0,1513.42
11570,347,6,0,0,870.4
36903,792,25,0,0,1985.06
20894,592,35,0,0,1509.88
20876,417,11,0,0,940.52
13532,531,6,0,0,1301.6399999999999
25438,309,24,0,0,1149.76
34392,532,31,0,0,1371.8400000000001
20198,330,39,0,0,1162.96
9081,700,13,0,0,1036.62
43146,682,13,0,0,1896.92
6290,516,46,0,0,974.8
28036,787,9,0,0,1780.72
37333,304,13,0,0,1457.6599999999999
17768,364,13,0,0,1166.3600000000001
48834,442,30,0,0,1562.68
36667,514,26,0,0,1713.3400000000001
36844,445,10,0,0,1285.88
10938,598,35,0,0,1271.76
7235,694,40,0,0,1314.7
6794,578,29,0,0,1207.88
18880,320,26,0,0,723.6
37010,485,20,0,0,1421.2
14030,644,23,0,0,1278.6
34376,375,10,0,0,1412.52
20891,372,28,0,0,1193.82
7348,499,7,0,0,627.96
48239,690,36,0,0,1765.78
37822,388,38,0,0,1456.44
32546,751,7,0,0,1544.92
24130,444,31,0,0,848.6
15110,628,36,0,0,840.2
9898,415,13,0,0,970.96
16058,520,13,0,0,1097.16
24266,727,10,0,0,1416.32
13290,517,48,0,0,1269.8
19043,325,20,0,0,1052.8600000000001
32773,616,35,0,0,1368.46
43850,533,23,0,0,1420.0
11540,683,40,0,0,1249.8
13749,634,30,0,0,1326.98
28591,601,47,0,0,1281.8200000000002
43614,699,34,0,0,1478.28
46660,353,45,0,0,1228.2
30535,574,19,0,0,1320.7
20104,617,38,0,0,1432.08
36569,412,39,0,0,1074.38
11084,349,31,0,0,1021.6800000000001
29880,332,28,0,0,1350.6
30375,357,39,0,0,1348.5
36673,401,48,0,0,1096.46
25167,430,9,0,0,1429.3400000000001
44299,749,27,0,0,1850.98
23815,414,7,0,0,1344.3
38245,751,47,0,0,1739.9
31388,537,5,0,0,1196.76
42073,726,34,0,0,1820.46
25410,651,24,0,0,1292.2
24226,607,16,0,0,1548.52
43676,541,11,0,0,1410.52
9821,374,24,0,0,910.4200000000001
17940,333,33,0,0,777.8
11739,341,5,0,0,1063.78
36962,364,31,0,0,1502.24
20727,536,6,0,0,973.54
17539,636,30,0,0,1186.78
22385,524,38,0,0,1469.7
20091,599,50,0,0,1065.82
45732,599,11,0,0,1725.6399999999999
18081,756,5,0,0,1194.62
48908,429,31,0,0,1609.1599999999999
21070,335,40,0,0,784.4000000000001
17834,369,22,0,0,661.6800000000001
32845,799,5,0,0,1595.9
15747,469,22,0,0,1165.94
8044,471,6,0,0,897.88
48845,502,30,0,0,1409.9
23107,529,22,0,0,1410.1399999999999
24963,404,7,0,0,1014.26
21798,568,8,0,0,1028.96
17975,693,48,0,0,1425.5
